Open Time,Open,High,Low,Close,Volume,Close Time,Quote Asset Volume,Number of Trades,Taker Buy Base Asset Volume,Taker Buy Quote Asset Volume,Ignore
2023-01-03 16:00:00,16677.54,16688.2,16611.3,16622.58,10273.56889,2023-01-03 16:59:59.999,171059532.6858257,292918,4965.67112,82681953.1609264,0
2023-01-03 17:00:00,16621.93,16644.0,16605.28,16633.65,6785.77064,2023-01-03 17:59:59.999,112832933.4454089,216213,3436.7778,57147219.0374792,0
2023-01-03 18:00:00,16633.15,16653.53,16626.8,16645.08,5698.95938,2023-01-03 18:59:59.999,94837271.1657022,192540,2902.77156,48306599.662082,0
2023-01-03 19:00:00,16644.51,16657.54,16622.41,16643.37,6760.83384,2023-01-03 19:59:59.999,112492775.6799376,207378,3384.91663,56322061.7625641,0
2023-01-03 20:00:00,16643.77,16680.44,16640.4,16661.37,7053.06124,2023-01-03 20:59:59.999,117496354.6420758,212474,3547.08396,59090057.0656967,0
2023-01-03 21:00:00,16661.37,16685.73,16658.36,16664.63,4588.95144,2023-01-03 21:59:59.999,76484018.0041962,160110,2381.39976,39691884.704947,0
2023-01-03 22:00:00,16664.44,16680.37,16647.71,16677.11,3839.28133,2023-01-03 22:59:59.999,63969430.6602951,137105,1932.85107,32205839.7491011,0
2023-01-03 23:00:00,16677.11,16695.0,16667.16,16675.18,5215.3637,2023-01-03 23:59:59.999,86988721.8952923,167684,2634.27915,43938933.6180137,0
2023-01-04 00:00:00,16675.65,16677.15,16652.66,16660.53,4922.78018,2023-01-04 00:59:59.999,82045497.5022453,167247,2453.25459,40887699.7724487,0
2023-01-04 01:00:00,16660.53,16737.23,16657.68,16701.97,9492.81204,2023-01-04 01:59:59.999,158571956.8818831,283396,4797.98717,80147221.5573995,0
2023-01-04 02:00:00,16701.63,16754.52,16701.5,16736.52,9182.6903,2023-01-04 02:59:59.999,153616084.2372519,268479,4757.49231,79590044.6197405,0
2023-01-04 03:00:00,16736.52,16877.65,16736.39,16862.02,18306.29002,2023-01-04 03:59:59.999,307824248.8218854,394599,9276.16324,155973436.2435445,0
2023-01-04 04:00:00,16862.61,16910.98,16849.44,16860.5,10155.76424,2023-01-04 04:59:59.999,171357938.3059136,282743,5173.105,87286499.1024984,0
2023-01-04 05:00:00,16861.05,16867.22,16840.36,16857.57,6067.9004,2023-01-04 05:59:59.999,102249749.7504101,210434,2951.20322,49730794.5113998,0
2023-01-04 06:00:00,16857.57,16880.0,16849.31,16878.18,6314.32318,2023-01-04 06:59:59.999,106464166.0450833,230470,3140.7973,52957131.9666236,0
2023-01-04 07:00:00,16878.87,16891.27,16850.0,16869.44,7732.26528,2023-01-04 07:59:59.999,130418096.2529522,250564,3864.29055,65178944.820439,0
2023-01-04 08:00:00,16869.49,16919.0,16833.5,16864.95,10747.14204,2023-01-04 08:59:59.999,181288240.4416899,311297,5404.96717,91178644.9759593,0
2023-01-04 09:00:00,16864.51,16869.7,16831.13,16844.91,7428.47586,2023-01-04 09:59:59.999,125197295.606281,235318,3681.91429,62053678.2173586,0
2023-01-04 10:00:00,16844.69,16848.06,16832.1,16844.92,6103.39721,2023-01-04 10:59:59.999,102788849.3096147,210401,2973.60673,50079913.5231742,0
2023-01-04 11:00:00,16845.3,16854.24,16834.42,16835.35,6041.62493,2023-01-04 11:59:59.999,101779633.4089763,207328,2956.60873,49809128.1045745,0
2023-01-04 12:00:00,16835.35,16846.95,16804.08,16812.19,8292.1096,2023-01-04 12:59:59.999,139541222.1103705,248651,4059.4505,68314462.2290257,0
2023-01-04 13:00:00,16812.57,16837.34,16808.55,16828.2,6632.83668,2023-01-04 13:59:59.999,111597542.6706431,219504,3312.69191,55736448.2109006,0
2023-01-04 14:00:00,16828.4,16863.09,16795.24,16830.12,11666.84154,2023-01-04 14:59:59.999,196293731.1571732,315612,5624.45249,94629534.0528147,0
2023-01-04 15:00:00,16830.12,16858.51,16765.3,16854.05,14251.27171,2023-01-04 15:59:59.999,239618080.8823518,371203,7193.19936,120953049.2655006,0
2023-01-04 16:00:00,16853.55,16897.0,16829.0,16858.85,10314.19057,2023-01-04 16:59:59.999,173920165.1499185,305764,4861.26134,81975359.90166,0
2023-01-04 17:00:00,16858.85,16940.0,16849.5,16893.24,11064.92581,2023-01-04 17:59:59.999,186937557.1857203,311073,5632.47193,95163008.7280124,0
2023-01-04 18:00:00,16892.98,16985.91,16872.07,16948.04,11575.12283,2023-01-04 18:59:59.999,195969705.9175747,317047,5835.31179,98796754.7332919,0
2023-01-04 19:00:00,16948.04,16991.87,16787.85,16842.36,19122.11255,2023-01-04 19:59:59.999,322579451.2114487,423861,9344.05549,157633396.5299846,0
2023-01-04 20:00:00,16842.32,16852.23,16777.0,16806.49,10533.90467,2023-01-04 20:59:59.999,177165368.3571266,268558,5259.95914,88469597.7328279,0
2023-01-04 21:00:00,16806.49,16832.73,16793.73,16826.81,4532.62963,2023-01-04 21:59:59.999,76219062.1911718,156113,2301.70362,38705987.5843507,0
2023-01-04 22:00:00,16827.21,16853.71,16814.93,16826.68,4037.94925,2023-01-04 22:59:59.999,67956669.1032008,135342,2054.98439,34585391.2939158,0
2023-01-04 23:00:00,16826.72,16869.56,16815.54,16850.36,5842.8281,2023-01-04 23:59:59.999,98432897.3444784,185699,2836.18276,47780883.7079315,0
2023-01-05 00:00:00,16850.36,16878.18,16827.24,16828.45,6623.10938,2023-01-05 00:59:59.999,111641922.294481,207846,3142.55644,52975090.7826014,0
2023-01-05 01:00:00,16828.09,16849.99,16807.72,16832.9,5556.45206,2023-01-05 01:59:59.999,93529476.9679284,187493,2736.22461,46059405.1764402,0
2023-01-05 02:00:00,16833.37,16844.44,16823.3,16836.8,4543.82321,2023-01-05 02:59:59.999,76489071.54066,167224,2309.77456,38882427.5532259,0
2023-01-05 03:00:00,16836.8,16838.57,16818.86,16827.71,5040.38256,2023-01-05 03:59:59.999,84820308.7448663,177427,2502.80271,42118257.4702528,0
2023-01-05 04:00:00,16827.71,16842.85,16821.21,16836.41,4379.90824,2023-01-05 04:59:59.999,73723614.2040118,147932,2184.01238,36762131.9713621,0
2023-01-05 05:00:00,16836.41,16849.37,16835.04,16844.12,4515.36693,2023-01-05 05:59:59.999,76051849.7430268,148896,2244.49992,37804302.6918514,0
2023-01-05 06:00:00,16844.12,16845.8,16812.56,16817.13,5572.14194,2023-01-05 06:59:59.999,93764301.6585128,161826,2755.539,46368269.1044539,0
2023-01-05 07:00:00,16817.34,16824.4,16789.87,16823.64,6746.14124,2023-01-05 07:59:59.999,113414123.9197786,201219,3340.60263,56161982.8838318,0
2023-01-05 08:00:00,16823.05,16829.99,16792.85,16807.53,6447.49843,2023-01-05 08:59:59.999,108398576.9736092,191509,3244.28041,54544586.4533696,0
2023-01-05 09:00:00,16807.74,16814.23,16780.75,16807.12,7782.61782,2023-01-05 09:59:59.999,130743251.7070067,225224,3838.99406,64494388.1228092,0
2023-01-05 10:00:00,16807.22,16837.59,16803.49,16825.08,6356.79431,2023-01-05 10:59:59.999,106939536.213063,193796,3340.51063,56197802.9485156,0
2023-01-05 11:00:00,16825.36,16839.0,16814.71,16833.6,5709.31049,2023-01-05 11:59:59.999,96067150.8523684,166173,2846.76245,47901476.6957809,0
2023-01-05 12:00:00,16833.6,16834.7,16816.68,16822.13,5387.18553,2023-01-05 12:59:59.999,90642732.5173262,163786,2576.2304,43347229.6900654,0
2023-01-05 13:00:00,16822.13,16832.54,16777.86,16780.25,9909.86762,2023-01-05 13:59:59.999,166534629.0406397,287955,4826.41583,81109307.6029035,0
2023-01-05 14:00:00,16780.79,16837.0,16753.0,16829.59,13999.13031,2023-01-05 14:59:59.999,235125372.5110434,359597,7147.23673,120047722.8630932,0
2023-01-05 15:00:00,16830.28,16879.82,16823.1,16842.94,12667.05102,2023-01-05 15:59:59.999,213472740.5443281,334803,6412.37882,108066337.6545546,0
2023-01-05 16:00:00,16842.94,16865.21,16823.22,16838.28,8528.81937,2023-01-05 16:59:59.999,143622109.8187016,230792,4137.22901,69669448.9277332,0
2023-01-05 17:00:00,16837.96,16846.88,16811.82,16814.48,6639.45914,2023-01-05 17:59:59.999,111731096.6215684,202437,3183.49247,53573468.9225182,0
2023-01-05 18:00:00,16814.18,16847.59,16800.5,16841.93,7720.01139,2023-01-05 18:59:59.999,129936408.1316904,217801,3851.32124,64822176.7305859,0
2023-01-05 19:00:00,16841.94,16875.5,16826.67,16863.85,7269.1746,2023-01-05 19:59:59.999,122475958.1875629,207911,3597.11959,60608381.9606455,0
2023-01-05 20:00:00,16864.29,16873.52,16846.63,16859.02,5979.34021,2023-01-05 20:59:59.999,100804905.979747,190537,2848.45463,48022912.1739274,0
2023-01-05 21:00:00,16859.02,16864.84,16834.17,16848.51,5700.5171,2023-01-05 21:59:59.999,96047584.7504155,171266,2866.34981,48295190.5650112,0
2023-01-05 22:00:00,16848.51,16857.96,16832.34,16837.85,3566.0679,2023-01-05 22:59:59.999,60078976.3727615,115015,1669.05865,28119631.5142825,0
2023-01-05 23:00:00,16838.09,16847.88,16818.91,16831.85,6833.39561,2023-01-05 23:59:59.999,115024554.5226357,183549,3357.72464,56519823.5934838,0
2023-01-06 00:00:00,16831.85,16872.57,16825.85,16859.78,6280.9838,2023-01-06 00:59:59.999,105818918.5520415,187117,3250.40474,54762771.2200758,0
2023-01-06 01:00:00,16859.44,16863.16,16820.18,16827.8,4845.69802,2023-01-06 01:59:59.999,81642459.2135313,147724,2244.29735,37814227.1595863,0
2023-01-06 02:00:00,16827.45,16839.79,16802.01,16837.06,7000.67909,2023-01-06 02:59:59.999,117785716.0315557,185613,3431.49352,57736177.1439347,0
2023-01-06 03:00:00,16836.65,16842.03,16826.46,16833.56,4769.20542,2023-01-06 03:59:59.999,80290355.5592804,143197,2363.83602,39795748.987298,0
2023-01-06 04:00:00,16833.56,16837.87,16805.31,16822.99,6236.39942,2023-01-06 04:59:59.999,104902778.3732412,169524,2944.81793,49535339.366643,0
2023-01-06 05:00:00,16823.24,16823.63,16792.12,16810.18,6230.44034,2023-01-06 05:59:59.999,104737787.3657063,162086,3058.60695,51418990.6313113,0
2023-01-06 06:00:00,16809.74,16816.45,16779.96,16786.86,6529.22759,2023-01-06 06:59:59.999,109693209.6428701,175249,3138.11977,52721850.460806,0
2023-01-06 07:00:00,16786.6,16802.87,16780.15,16794.06,5763.44917,2023-01-06 07:59:59.999,96775667.5626552,160778,3080.59468,51727251.3700849,0
2023-01-06 08:00:00,16794.33,16812.22,16791.47,16802.11,5475.1394,2023-01-06 08:59:59.999,92000245.5434114,164303,2761.40926,46400964.305581,0
2023-01-06 09:00:00,16802.11,16802.27,16762.5,16787.1,7581.99164,2023-01-06 09:59:59.999,127242388.6323177,202502,3790.62036,63614589.9107662,0
2023-01-06 10:00:00,16787.1,16802.98,16760.0,16767.06,6268.17791,2023-01-06 10:59:59.999,105220392.0068653,174864,3046.86222,51146000.1029301,0
2023-01-06 11:00:00,16767.15,16772.78,16709.88,16738.22,10651.25261,2023-01-06 11:59:59.999,178344347.0032257,277872,4957.07445,83001279.9448606,0
2023-01-06 12:00:00,16738.74,16749.0,16717.66,16731.02,7194.28857,2023-01-06 12:59:59.999,120387637.7368971,209959,3615.98993,60509810.2079342,0
2023-01-06 13:00:00,16730.65,16817.0,16679.0,16774.19,18804.40486,2023-01-06 13:59:59.999,315027105.667417,438616,9417.60435,157788961.695003,0
2023-01-06 14:00:00,16774.19,16791.49,16720.0,16748.82,11361.10297,2023-01-06 14:59:59.999,190365576.7640004,310117,5625.09583,94256440.900226,0
2023-01-06 15:00:00,16748.82,16849.0,16748.26,16840.82,15225.11473,2023-01-06 15:59:59.999,255785800.6769081,358955,7853.40187,131939612.5260586,0
2023-01-06 16:00:00,16840.1,16854.0,16805.04,16827.21,11411.79147,2023-01-06 16:59:59.999,192005253.3905478,267356,5676.76045,95515554.4668458,0
2023-01-06 17:00:00,16827.21,16845.78,16811.63,16821.27,8080.32447,2023-01-06 17:59:59.999,135943920.6236824,216114,4044.37492,68043433.8037945,0
2023-01-06 18:00:00,16821.58,16864.15,16821.12,16850.45,9135.64548,2023-01-06 18:59:59.999,153911962.0975843,243486,4680.42151,78852882.2724256,0
2023-01-06 19:00:00,16850.64,16965.41,16845.0,16939.91,14143.93623,2023-01-06 19:59:59.999,239063193.298668,304826,7219.42743,122023245.8582403,0
2023-01-06 20:00:00,16940.41,17041.0,16886.21,16897.48,15953.02164,2023-01-06 20:59:59.999,270622922.3994435,344908,8031.5912,136259158.2591192,0
2023-01-06 21:00:00,16897.96,16952.7,16889.27,16931.27,7417.97543,2023-01-06 21:59:59.999,125523564.4003279,200345,3583.94276,60645036.0692129,0
2023-01-06 22:00:00,16931.27,16967.41,16930.68,16958.35,5234.9501,2023-01-06 22:59:59.999,88727869.6352032,156745,2650.85333,44930048.3940524,0
2023-01-06 23:00:00,16958.35,16980.0,16942.1,16950.65,5806.08379,2023-01-06 23:59:59.999,98485937.5107409,186405,2852.62882,48388860.1455101,0
2023-01-07 00:00:00,16950.31,16979.38,16930.46,16978.18,5467.28682,2023-01-07 00:59:59.999,92677407.8992179,165719,2698.6594,45747521.6342555,0
2023-01-07 01:00:00,16978.15,16981.91,16944.15,16950.02,4267.6657,2023-01-07 01:59:59.999,72384343.9735104,144217,2041.93449,34634164.3319133,0
2023-01-07 02:00:00,16950.02,16956.11,16936.26,16944.24,4191.36187,2023-01-07 02:59:59.999,71032563.7915425,138178,2033.91173,34469963.8507801,0
2023-01-07 03:00:00,16943.93,16958.06,16936.58,16952.46,4016.68993,2023-01-07 03:59:59.999,68079379.8942568,131567,1961.66987,33249155.4421567,0
2023-01-07 04:00:00,16952.73,16954.45,16936.04,16938.27,3778.01251,2023-01-07 04:59:59.999,64017840.2123139,127919,1791.78371,30361688.0545424,0
2023-01-07 05:00:00,16937.85,16942.06,16932.37,16934.28,3697.84857,2023-01-07 05:59:59.999,62633195.396207,118636,1850.60586,31345312.9338822,0
2023-01-07 06:00:00,16934.02,16936.89,16922.14,16933.29,4212.49077,2023-01-07 06:59:59.999,71319380.7075434,133030,2153.68739,36463170.2805368,0
2023-01-07 07:00:00,16933.56,16948.78,16931.94,16948.09,3792.07998,2023-01-07 07:59:59.999,64244440.9823614,123718,1958.81229,33185891.4762415,0
2023-01-07 08:00:00,16948.18,16954.95,16926.99,16929.76,4917.47697,2023-01-07 08:59:59.999,83288265.0559107,139957,2349.48587,39794289.7869601,0
2023-01-07 09:00:00,16929.58,16933.95,16921.44,16928.51,4343.09876,2023-01-07 09:59:59.999,73520376.3259482,135203,2153.3807,36453167.7157967,0
2023-01-07 10:00:00,16928.78,16930.56,16912.18,16922.51,4731.06815,2023-01-07 10:59:59.999,80062242.2321872,146417,2339.56546,39592065.655381,0
2023-01-07 11:00:00,16922.51,16925.9,16908.07,16918.3,4945.07877,2023-01-07 11:59:59.999,83664388.1619074,152654,2468.27996,41760712.5043039,0
2023-01-07 12:00:00,16918.3,16920.07,16908.0,16916.14,5565.59897,2023-01-07 12:59:59.999,94139483.8857974,153341,2779.89679,47021257.6204909,0
2023-01-07 13:00:00,16916.14,16936.58,16914.14,16919.34,5503.13343,2023-01-07 13:59:59.999,93145211.2407404,150682,2740.81253,46390949.2958768,0
2023-01-07 14:00:00,16919.34,16947.7,16908.6,16937.92,5735.37622,2023-01-07 14:59:59.999,97075151.0911584,168584,2804.46236,47467664.0364071,0
2023-01-07 15:00:00,16937.63,16947.64,16934.35,16940.42,3845.98614,2023-01-07 15:59:59.999,65151013.5860707,126974,1896.89938,32133664.1002273,0
2023-01-07 16:00:00,16940.6,16940.61,16916.0,16922.79,5124.97026,2023-01-07 16:59:59.999,86748615.9691192,154234,2483.30894,42034139.0117114,0
2023-01-07 17:00:00,16922.79,16935.87,16918.85,16928.85,4106.2368,2023-01-07 17:59:59.999,69506966.2741203,134658,2048.28464,34671972.517788,0
2023-01-07 18:00:00,16928.85,16940.0,16928.22,16938.12,3342.1124,2023-01-07 18:59:59.999,56599179.3441842,105360,1673.12132,28334602.0364502,0
2023-01-07 19:00:00,16938.12,16946.13,16935.23,16944.05,3500.68036,2023-01-07 19:59:59.999,59301467.7074064,111451,1734.63487,29384941.8697517,0
2023-01-07 20:00:00,16944.05,16951.92,16937.04,16945.77,4307.78731,2023-01-07 20:59:59.999,72986591.9140021,129284,2132.06396,36123832.9287497,0
2023-01-07 21:00:00,16945.44,16950.25,16937.0,16939.31,3924.97772,2023-01-07 21:59:59.999,66499069.0511758,115045,1947.30478,32992697.4299449,0
2023-01-07 22:00:00,16939.06,16941.69,16929.46,16936.31,3605.78679,2023-01-07 22:59:59.999,61071747.1318963,114048,1733.76586,29365421.4402781,0
2023-01-07 23:00:00,16936.31,16948.04,16931.05,16943.57,3603.7636,2023-01-07 23:59:59.999,61053388.3803954,106285,1848.49891,31316961.6820861,0
2023-01-08 00:00:00,16943.83,16955.0,16911.0,16926.66,6117.02466,2023-01-08 00:59:59.999,103580141.0326703,170975,2837.90539,48055142.2557758,0
2023-01-08 01:00:00,16926.66,16936.0,16915.25,16929.82,4392.91927,2023-01-08 01:59:59.999,74362707.0024274,135402,2146.18498,36330828.9434116,0
2023-01-08 02:00:00,16929.82,16934.0,16919.07,16931.18,3389.34917,2023-01-08 02:59:59.999,57373138.6371986,111041,1658.13906,28068612.516266,0
2023-01-08 03:00:00,16931.46,16944.62,16926.17,16944.02,4396.50361,2023-01-08 03:59:59.999,74448490.1101275,132529,2301.93658,38980140.0457161,0
2023-01-08 04:00:00,16944.02,16944.99,16934.4,16934.75,2924.6404,2023-01-08 04:59:59.999,49537653.7523972,99562,1416.47211,23992407.6183753,0
2023-01-08 05:00:00,16934.95,16944.21,16933.54,16943.73,3386.28009,2023-01-08 05:59:59.999,57360429.2772643,110277,1732.51609,29347442.6690597,0
2023-01-08 06:00:00,16943.73,16951.97,16933.26,16950.92,4100.79008,2023-01-08 06:59:59.999,69470049.8463807,113242,2013.75218,34114927.8637163,0
2023-01-08 07:00:00,16950.92,16957.12,16943.16,16953.77,4255.90012,2023-01-08 07:59:59.999,72136916.6615919,119484,2015.83483,34168258.4921532,0
2023-01-08 08:00:00,16953.77,16956.01,16940.01,16946.07,4846.58066,2023-01-08 08:59:59.999,82143179.7183235,133468,2263.56854,38364892.8994814,0
2023-01-08 09:00:00,16945.91,16967.67,16925.05,16935.6,7110.82123,2023-01-08 09:59:59.999,120492087.6526803,187244,3485.83771,59065577.2400574,0
2023-01-08 10:00:00,16935.6,16940.0,16933.14,16936.41,3937.60336,2023-01-08 10:59:59.999,66688785.9067853,139588,1928.92629,32669413.470241,0
2023-01-08 11:00:00,16936.41,16954.0,16926.3,16927.42,4539.40504,2023-01-08 11:59:59.999,76885139.6942884,141431,2246.04355,38043722.470361,0
2023-01-08 12:00:00,16927.42,16932.51,16921.4,16923.75,4218.20227,2023-01-08 12:59:59.999,71400628.7083426,160358,2067.02508,34988524.4541037,0
2023-01-08 13:00:00,16924.01,16938.49,16920.37,16933.03,4085.80873,2023-01-08 13:59:59.999,69172579.9592596,157834,2143.73877,36293612.9000477,0
2023-01-08 14:00:00,16933.32,16954.3,16931.25,16952.44,5570.28633,2023-01-08 14:59:59.999,94370569.518706,179548,2781.74166,47128159.1549942,0
2023-01-08 15:00:00,16952.44,17019.79,16938.0,17000.43,9212.24098,2023-01-08 15:59:59.999,156317755.9833592,243106,4888.81739,82962075.0352806,0
2023-01-08 16:00:00,17000.43,17022.08,16916.1,16936.87,10618.32869,2023-01-08 16:59:59.999,180033877.3261504,299175,4954.73552,84009369.5009977,0
2023-01-08 17:00:00,16936.87,16952.03,16920.3,16928.5,5335.0462,2023-01-08 17:59:59.999,90353533.3629275,184497,2569.60347,43519480.9179001,0
2023-01-08 18:00:00,16928.89,16936.49,16919.94,16929.84,3902.21677,2023-01-08 18:59:59.999,66060769.5029784,147799,1916.44899,32443986.034729,0
2023-01-08 19:00:00,16930.03,16939.45,16923.84,16927.25,3702.07617,2023-01-08 19:59:59.999,62680342.7303454,134107,1807.76258,30607907.8884462,0
2023-01-08 20:00:00,16927.25,16982.43,16924.41,16966.67,8747.8127,2023-01-08 20:59:59.999,148325246.6499871,243139,4381.55211,74291769.6968082,0
2023-01-08 21:00:00,16966.95,16988.02,16945.5,16957.46,6021.89438,2023-01-08 21:59:59.999,102182399.9763083,193009,2992.23675,50774629.118131,0
2023-01-08 22:00:00,16957.28,16976.53,16952.67,16963.14,4593.80115,2023-01-08 22:59:59.999,77930909.8731402,149717,2302.6815,39063601.9676254,0
2023-01-08 23:00:00,16963.27,17176.99,16962.95,17127.83,15750.36489,2023-01-08 23:59:59.999,268618367.0749054,349560,8347.14137,142362519.6071727,0
2023-01-09 00:00:00,17127.83,17199.0,17104.66,17184.51,16663.49596,2023-01-09 00:59:59.999,285696226.0035423,386178,8302.78491,142358926.5629823,0
2023-01-09 01:00:00,17185.28,17230.0,17145.52,17175.02,11243.36822,2023-01-09 01:59:59.999,193127896.7315828,306253,5666.57414,97338484.0610769,0
2023-01-09 02:00:00,17175.02,17252.6,17161.7,17191.47,14664.83212,2023-01-09 02:59:59.999,252364513.708031,358503,7566.41461,130214679.3298258,0
2023-01-09 03:00:00,17191.47,17217.34,17176.72,17197.0,8227.46784,2023-01-09 03:59:59.999,141471547.0257375,200838,4093.37259,70387092.4991988,0
2023-01-09 04:00:00,17197.0,17253.19,17194.32,17226.49,11007.13679,2023-01-09 04:59:59.999,189565095.532168,242427,5590.27319,96279247.7464799,0
2023-01-09 05:00:00,17227.11,17262.56,17200.6,17205.95,8658.79449,2023-01-09 05:59:59.999,149150585.7077613,199921,4195.05044,72264533.5928781,0
2023-01-09 06:00:00,17205.95,17220.59,17180.0,17189.24,7006.60552,2023-01-09 06:59:59.999,120528803.7469135,184496,3574.90098,61498472.5547371,0
2023-01-09 07:00:00,17189.25,17215.48,17183.92,17198.48,6873.81205,2023-01-09 07:59:59.999,118215836.2792311,191643,3459.67698,59500733.5423334,0
2023-01-09 08:00:00,17198.01,17240.0,17186.95,17191.68,8729.24544,2023-01-09 08:59:59.999,150185460.2616107,227658,4445.27133,76482421.621675,0
2023-01-09 09:00:00,17191.68,17270.0,17189.53,17238.38,11688.66494,2023-01-09 09:59:59.999,201413968.8785366,278261,6009.46183,103553872.885231,0
2023-01-09 10:00:00,17238.38,17285.48,17235.59,17264.5,10364.82478,2023-01-09 10:59:59.999,178893702.0907053,270089,5147.55718,88846968.6552717,0
2023-01-09 11:00:00,17264.1,17278.87,17236.21,17238.93,7685.46206,2023-01-09 11:59:59.999,132659640.1559514,206529,3802.53304,65636783.6924966,0
